benchmark,figure_number,field,time_s,series,depth_m,value,reference_source
Zhi Li,6,psi,32400.0,Reference,0.75,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.77,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.79,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.81,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.8300000000000001,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.85,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.87,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.89,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.91,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.93,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.95,-42.64999999999996,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.97,-42.650000000000034,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
Zhi Li,6,psi,32400.0,Reference,0.99,-42.64999999999999,"Authors' implicit Picard calculation generated from the benchmark configuration adapted from Li et al. (2024), https://doi.org/10.1016/j.envsoft.2023.105900."
